app_id,apply_month,age,income,credit_score,loan_amount,debt_ratio,employment_type,residence_years,overdue_times,bad_flag
APP000272,2023-04,26.0,16957.0,813.0,116382.0,0.7262306800379242,self_employed,6.0,0.0,1.0
APP000273,2023-02,58.0,24676.0,473.0,169396.0,0.7762305302851307,employed,11.0,2.0,0.0
APP000274,2023-06,36.0,11358.0,318.0,114700.0,0.19044232330831554,employed,1.0,4.0,0.0
APP000275,2024-08,39.0,22964.0,725.0,16079.0,0.03785979784775489,self_employed,0.0,3.0,0.0
APP000276,2024-08,38.0,12869.0,337.0,18896.0,0.3642735619697217,employed,8.0,3.0,0.0
APP000277,2023-07,51.0,5416.0,720.0,156496.0,0.7710630159930983,self_employed,15.0,1.0,0.0
APP000278,2024-12,22.0,,703.0,12527.0,0.26019295307505924,self_employed,6.0,4.0,
APP000279,2024-10,23.0,34596.0,764.0,78425.0,0.6300091386606816,employed,6.0,0.0,0.0
APP000280,2024-12,31.0,38865.0,,8140.0,0.006613325157836414,unemployed,3.0,3.0,1.0
APP000281,2024-07,39.0,19606.0,792.0,64150.0,0.31982798908821397,employed,5.0,2.0,0.0
APP000282,2024-02,46.0,18216.0,393.0,121051.0,0.553965025282336,employed,5.0,0.0,0.0
APP000283,2024-12,39.0,40010.0,538.0,38739.0,0.1167814710651032,employed,5.0,4.0,0.0
APP000284,2024-05,37.0,35015.0,367.0,95889.0,0.8069462209326905,unemployed,6.0,3.0,0.0
APP000285,2024-08,57.0,42109.0,721.0,199223.0,0.1406465794053713,self_employed,5.0,1.0,0.0
APP000286,2023-10,26.0,45586.0,692.0,18746.0,0.8188141905035953,self_employed,13.0,0.0,0.0
APP000287,2023-06,42.0,41597.0,743.0,17414.0,0.19475037781467722,student,6.0,3.0,
APP000288,2024-02,41.0,47014.0,720.0,57893.0,,employed,,2.0,
APP000289,2023-10,38.0,22583.0,469.0,166266.0,0.5442738419660318,unemployed,12.0,0.0,0.0
APP000290,2023-09,52.0,21549.0,337.0,84130.0,0.07591040499448015,self_employed,12.0,4.0,0.0
APP000291,2024-05,30.0,18112.0,811.0,129701.0,0.058749511030793865,student,11.0,3.0,0.0
APP000292,2024-03,58.0,14055.0,571.0,11604.0,0.06742952663352189,student,18.0,2.0,0.0
APP000293,2023-08,33.0,38194.0,351.0,148340.0,0.5309034725618567,student,5.0,1.0,1.0
APP000294,2023-06,41.0,36579.0,809.0,18148.0,0.7286212820946467,employed,19.0,1.0,0.0
APP000295,2024-02,40.0,40665.0,846.0,143784.0,0.36266646759345517,unemployed,4.0,2.0,0.0
APP000296,2023-08,53.0,10867.0,545.0,33844.0,0.4003521833536756,unemployed,2.0,0.0,0.0
APP000297,2023-06,37.0,26089.0,,172394.0,0.5303589332981652,self_employed,16.0,1.0,0.0
APP000298,2023-06,31.0,13432.0,319.0,62745.0,0.47973654430772017,employed,17.0,1.0,0.0
APP000299,2024-04,20.0,44972.0,351.0,40839.0,0.6192555597911432,student,1.0,0.0,0.0
APP000300,2023-10,34.0,15568.0,452.0,70657.0,0.4246071481467239,employed,11.0,0.0,0.0
APP000301,2023-09,53.0,9763.0,660.0,5160.0,0.6424746165576608,employed,10.0,1.0,
APP000302,2023-03,20.0,29783.0,373.0,37198.0,0.8975796682919707,self_employed,4.0,1.0,0.0
APP000303,2023-02,55.0,44316.0,318.0,121713.0,0.31526805802388846,employed,10.0,1.0,0.0
APP000304,2024-05,41.0,46039.0,667.0,63651.0,0.010993916623815726,self_employed,13.0,3.0,0.0
APP000305,2024-12,25.0,7516.0,723.0,74002.0,0.1130625409964893,employed,11.0,2.0,0.0
APP000306,2023-08,32.0,18316.0,706.0,162409.0,0.49816276648825847,self_employed,10.0,0.0,
APP000307,2024-09,42.0,10215.0,739.0,29138.0,0.3098320084301869,unemployed,17.0,4.0,0.0
APP000308,2024-03,32.0,17469.0,741.0,82198.0,0.8459843343344933,employed,4.0,3.0,0.0
APP000309,2023-08,24.0,28090.0,631.0,41297.0,0.5647014810966446,self_employed,12.0,2.0,0.0
APP000310,2024-02,46.0,,585.0,,0.46831966736892117,employed,6.0,0.0,0.0
APP000311,2023-04,46.0,6173.0,771.0,69691.0,0.7182355511448169,unemployed,19.0,4.0,0.0
APP000312,2023-09,24.0,26971.0,491.0,14014.0,0.23273088394418565,student,5.0,3.0,0.0
APP000313,2024-06,31.0,5481.0,353.0,18695.0,0.7377646862541237,employed,17.0,2.0,0.0
APP000314,2024-09,29.0,13654.0,713.0,171205.0,0.0027549943776836506,self_employed,,0.0,0.0
APP000315,2023-06,46.0,3024.0,451.0,16098.0,0.5577096259221459,self_employed,4.0,0.0,0.0
APP000316,2024-10,49.0,7080.0,838.0,157628.0,0.8412814359412011,self_employed,,1.0,0.0
APP000317,2024-03,49.0,23506.0,527.0,183625.0,0.709073956830483,self_employed,4.0,1.0,0.0
APP000318,2023-06,57.0,42983.0,768.0,95833.0,0.7682707729326235,employed,5.0,1.0,0.0
APP000319,2024-07,50.0,39407.0,323.0,65860.0,0.3572592256543505,self_employed,,2.0,0.0
APP000320,2024-10,32.0,7645.0,662.0,156381.0,0.7418150514901136,employed,13.0,0.0,0.0
APP000321,2023-07,24.0,4637.0,546.0,196534.0,0.49574849852723996,employed,7.0,1.0,0.0
APP000322,2023-03,44.0,18890.0,554.0,28483.0,0.556686212852879,unemployed,11.0,4.0,0.0
APP000323,2023-07,56.0,33656.0,445.0,193051.0,0.05302380540222316,employed,11.0,4.0,
APP000324,2024-07,59.0,38096.0,834.0,189028.0,0.18139652745695292,self_employed,3.0,0.0,0.0
APP000325,2023-02,29.0,,516.0,32801.0,0.49586797396219734,employed,4.0,3.0,0.0
APP000326,2023-07,29.0,19083.0,767.0,15673.0,0.052920952041147884,unemployed,6.0,4.0,0.0
APP000327,2023-08,21.0,10896.0,533.0,144410.0,0.6673021259289419,self_employed,4.0,2.0,0.0
APP000328,2023-01,25.0,4238.0,326.0,20145.0,0.7560513076697114,employed,18.0,1.0,0.0
APP000329,2024-03,42.0,9902.0,783.0,122156.0,0.8283261251653244,employed,7.0,2.0,0.0
APP000330,2024-08,41.0,6062.0,401.0,17627.0,0.09159161326182534,employed,8.0,1.0,0.0
APP000331,2023-04,34.0,43457.0,448.0,139676.0,0.8457482232205201,student,13.0,1.0,0.0
APP000332,2024-10,32.0,15615.0,773.0,50182.0,0.06085800686636549,self_employed,15.0,4.0,0.0
APP000333,2024-11,53.0,,791.0,,0.42665059433503383,employed,13.0,3.0,0.0
APP000334,2024-09,38.0,28998.0,804.0,17989.0,0.7562259185650306,self_employed,11.0,2.0,0.0
APP000335,2024-06,52.0,28330.0,534.0,41769.0,0.06328002470800984,employed,19.0,0.0,0.0
APP000336,2023-11,58.0,24375.0,716.0,110446.0,0.01640796569008527,employed,17.0,4.0,0.0
APP000337,2023-05,32.0,41502.0,480.0,19944.0,0.022452946835985622,employed,4.0,0.0,0.0
APP000338,2024-10,28.0,5042.0,707.0,161443.0,0.4601432154924302,employed,3.0,3.0,0.0
APP000339,2024-01,58.0,7359.0,576.0,122806.0,0.7304370701369967,self_employed,7.0,1.0,0.0
APP000340,2023-11,45.0,22899.0,328.0,62973.0,0.11468400396533968,unemployed,16.0,1.0,0.0
APP000341,2023-10,31.0,21540.0,529.0,197385.0,0.11214922867158657,student,19.0,0.0,0.0
APP000342,2023-06,44.0,,557.0,133415.0,0.5116921695448124,unemployed,14.0,1.0,
APP000343,2023-10,40.0,37676.0,441.0,136036.0,,employed,13.0,3.0,0.0
APP000344,2024-08,56.0,30614.0,505.0,38919.0,0.6571923616303865,employed,4.0,2.0,0.0
APP000345,2024-02,30.0,15100.0,576.0,143598.0,,self_employed,11.0,0.0,0.0
APP000346,2023-10,59.0,18382.0,327.0,,0.6894300659403718,student,3.0,1.0,0.0
APP000347,2023-03,57.0,38359.0,383.0,196994.0,0.7894578297410249,self_employed,10.0,0.0,0.0
APP000348,2023-10,27.0,12468.0,721.0,98209.0,0.46762745181450327,employed,3.0,2.0,0.0
APP000349,2023-06,26.0,26696.0,493.0,137212.0,0.7490873737957799,self_employed,1.0,4.0,0.0
APP000350,2023-10,41.0,28323.0,634.0,,,unemployed,19.0,4.0,0.0
APP000351,2023-04,21.0,38262.0,611.0,12835.0,0.06151310135606465,student,17.0,4.0,0.0
APP000352,2024-11,31.0,36574.0,603.0,29943.0,0.5903577991122173,unemployed,13.0,0.0,0.0
APP000353,2023-05,37.0,24839.0,527.0,174066.0,0.04675725338225034,employed,12.0,2.0,0.0
APP000354,2023-03,58.0,17530.0,565.0,148933.0,0.8032332772257125,employed,4.0,0.0,0.0
APP000355,2024-04,59.0,20291.0,753.0,76112.0,0.6223987323966768,employed,,2.0,0.0
APP000356,2023-09,26.0,22344.0,830.0,141075.0,0.8569806528680208,employed,,2.0,0.0
APP000357,2024-12,55.0,13301.0,441.0,5850.0,0.2824979906819121,student,10.0,3.0,0.0
APP000358,2023-10,23.0,32394.0,668.0,12250.0,0.43754247828145876,self_employed,5.0,1.0,0.0
APP000359,2024-04,49.0,12793.0,833.0,103910.0,0.6675213285406071,employed,7.0,0.0,0.0
APP000360,2024-09,53.0,33487.0,304.0,126868.0,0.2185010869147385,employed,16.0,2.0,1.0
APP000361,2024-12,55.0,38320.0,731.0,187717.0,0.48766393810050024,self_employed,5.0,2.0,0.0
APP000362,2024-08,28.0,48206.0,573.0,153133.0,0.5935205475049303,self_employed,,3.0,0.0
APP000363,2024-02,55.0,8588.0,832.0,55179.0,0.8809277890023371,employed,15.0,0.0,0.0
APP000364,2024-08,24.0,38707.0,618.0,163951.0,0.6702329648181463,unemployed,17.0,3.0,0.0
APP000365,2023-07,40.0,7041.0,760.0,100845.0,,employed,10.0,2.0,0.0
APP000366,2024-09,38.0,18850.0,391.0,166075.0,0.4278001062449793,employed,4.0,3.0,0.0
APP000367,2024-09,32.0,11285.0,378.0,38886.0,0.5298937046906149,employed,0.0,4.0,
APP000368,2023-10,20.0,10627.0,809.0,10114.0,0.13196082857791747,self_employed,,1.0,0.0
APP000369,2023-02,50.0,11241.0,589.0,16250.0,0.3887694512829705,self_employed,7.0,3.0,0.0
APP000370,2024-05,33.0,5065.0,607.0,198222.0,0.2556052347022407,unemployed,2.0,0.0,0.0
APP000371,2023-03,46.0,,393.0,20706.0,0.10694478803582337,employed,18.0,4.0,0.0
APP000372,2023-01,36.0,5873.0,424.0,188173.0,0.46083774011710904,student,19.0,2.0,0.0
APP000373,2024-11,34.0,21729.0,,146767.0,0.14906977291111087,self_employed,7.0,3.0,0.0
APP000374,2024-02,55.0,35860.0,466.0,33477.0,0.531483667727151,employed,,3.0,0.0
APP000375,2024-04,23.0,49548.0,621.0,173494.0,0.1527272390176789,employed,8.0,3.0,0.0
APP000376,2024-10,49.0,43124.0,474.0,33121.0,0.651235431242539,employed,9.0,1.0,0.0
APP000377,2024-11,49.0,9448.0,444.0,32943.0,0.17571746072670338,unemployed,12.0,3.0,0.0
APP000378,2024-11,35.0,49423.0,391.0,117226.0,0.8066565906985346,employed,8.0,2.0,0.0
APP000379,2023-04,30.0,,811.0,61222.0,0.023588420893927965,employed,16.0,3.0,0.0
APP000380,2023-08,20.0,11439.0,817.0,61710.0,0.4697976483411624,self_employed,3.0,3.0,0.0
APP000381,2024-07,57.0,24090.0,363.0,43030.0,0.2880942892978922,unemployed,13.0,2.0,0.0
APP000382,2023-01,57.0,,494.0,123497.0,0.20256887319713174,self_employed,19.0,0.0,0.0
APP000383,2023-06,29.0,21467.0,610.0,10236.0,0.42444250124863325,unemployed,17.0,1.0,0.0
APP000384,2024-01,21.0,11630.0,510.0,,0.7578175826918346,employed,0.0,4.0,0.0
APP000385,2023-09,24.0,44128.0,696.0,112919.0,0.8237494849739838,unemployed,2.0,2.0,
APP000386,2023-05,22.0,47789.0,443.0,99876.0,0.2729237563330612,employed,12.0,3.0,0.0
APP000387,2024-10,53.0,48852.0,332.0,141484.0,0.13881925988556412,employed,18.0,1.0,0.0
APP000388,2023-11,55.0,47918.0,485.0,47167.0,0.6481264028096765,student,16.0,3.0,
APP000389,2023-10,26.0,44024.0,628.0,131336.0,0.5237988529103895,employed,18.0,2.0,0.0
APP000390,2024-04,49.0,24361.0,399.0,153188.0,0.1809145338098039,employed,2.0,1.0,0.0
APP000391,2024-05,27.0,12038.0,748.0,80670.0,0.684266209278693,self_employed,10.0,0.0,0.0
APP000392,2023-12,34.0,32006.0,306.0,55078.0,0.467037391717927,employed,14.0,1.0,0.0
APP000393,2024-10,43.0,13377.0,337.0,113226.0,0.5880556795566668,employed,12.0,2.0,0.0
APP000394,2023-08,48.0,25238.0,579.0,117877.0,0.3234051305670499,self_employed,15.0,1.0,0.0
APP000395,2024-09,54.0,33835.0,581.0,23349.0,0.3951878051721384,unemployed,4.0,1.0,0.0
APP000396,2024-09,21.0,47489.0,462.0,115196.0,0.162307888537448,unemployed,9.0,1.0,1.0
APP000397,2023-01,27.0,16586.0,442.0,35089.0,0.6808642808808069,employed,8.0,1.0,0.0
APP000398,2024-07,31.0,14839.0,338.0,115921.0,0.1413101917366127,self_employed,18.0,3.0,0.0
APP000399,2023-04,32.0,37532.0,664.0,186699.0,0.7004723352759552,unemployed,4.0,2.0,0.0
APP000400,2023-12,59.0,3303.0,508.0,109729.0,0.7182070693961274,employed,6.0,2.0,0.0
APP000401,2024-11,51.0,29621.0,365.0,153494.0,0.6719408676496095,employed,0.0,0.0,0.0
APP000402,2023-05,32.0,38058.0,519.0,65392.0,0.017480509252866382,employed,3.0,2.0,0.0
APP000403,2024-02,58.0,28892.0,815.0,184934.0,0.2458198913460062,self_employed,19.0,4.0,0.0
APP000404,2024-07,39.0,21045.0,443.0,163487.0,0.4215039685126324,employed,16.0,3.0,0.0
APP000405,2023-12,40.0,41941.0,792.0,183752.0,0.5359899408451162,self_employed,5.0,2.0,0.0
APP000406,2023-02,37.0,20438.0,442.0,149611.0,0.8272998894321452,student,14.0,1.0,0.0
APP000407,2023-02,25.0,36395.0,402.0,131631.0,0.3380453749158321,employed,11.0,1.0,0.0
APP000408,2024-01,57.0,24814.0,443.0,107375.0,0.7875209868965587,self_employed,18.0,0.0,0.0
APP000409,2023-01,20.0,4249.0,477.0,186006.0,0.1470863593231529,employed,6.0,0.0,0.0
APP000410,2023-01,26.0,27934.0,366.0,170397.0,0.3341524387577643,employed,19.0,3.0,1.0
APP000411,2024-11,29.0,,623.0,,0.047053809739190704,unemployed,7.0,4.0,0.0
APP000412,2024-01,31.0,46755.0,483.0,21702.0,0.66824036195006,employed,14.0,4.0,0.0
APP000413,2023-12,25.0,31273.0,694.0,5705.0,0.13558748168962168,student,,3.0,0.0
APP000414,2023-03,20.0,20485.0,570.0,50529.0,0.231318014083612,self_employed,,4.0,0.0
APP000415,2024-07,47.0,25851.0,543.0,17201.0,0.6977099269738933,employed,6.0,2.0,0.0
APP000416,2024-01,58.0,32101.0,559.0,46242.0,0.481245045680439,employed,16.0,1.0,0.0
APP000417,2023-06,24.0,15228.0,,26350.0,0.012575447476616309,employed,12.0,1.0,0.0
APP000418,2024-07,31.0,,692.0,196305.0,0.0020116842726574215,unemployed,5.0,1.0,
APP000419,2023-06,40.0,22676.0,357.0,23593.0,0.45959456856590736,self_employed,19.0,3.0,0.0
APP000420,2024-01,57.0,15152.0,696.0,127243.0,0.27445996237427533,employed,14.0,0.0,0.0
APP000421,2024-02,47.0,38621.0,849.0,73581.0,0.1622803013956594,self_employed,,4.0,0.0
APP000422,2023-07,50.0,7879.0,720.0,38972.0,0.5522345439444999,self_employed,2.0,3.0,0.0
APP000423,2024-10,43.0,41850.0,,141747.0,0.2055928245456844,unemployed,19.0,1.0,1.0
APP000424,2024-05,36.0,19380.0,472.0,194258.0,0.5329864347164531,employed,15.0,3.0,0.0
APP000425,2023-07,27.0,29377.0,,159176.0,0.3413393555276456,employed,13.0,0.0,0.0
APP000426,2023-04,54.0,10414.0,441.0,195171.0,0.16807159590281076,employed,16.0,2.0,0.0
APP000427,2023-08,52.0,21112.0,565.0,120091.0,0.1242942640818738,employed,12.0,0.0,0.0
APP000428,2023-12,21.0,38466.0,723.0,136347.0,0.21317454281455928,employed,4.0,0.0,0.0
APP000429,2024-02,48.0,15722.0,807.0,33555.0,,employed,4.0,0.0,0.0
APP000430,2023-10,23.0,,806.0,171221.0,0.2773142658326416,employed,1.0,3.0,0.0
APP000431,2023-01,49.0,27530.0,348.0,150840.0,0.8117592211636148,employed,1.0,3.0,0.0
APP000432,2024-05,53.0,10637.0,794.0,54534.0,0.7482259132947254,employed,14.0,4.0,0.0
APP000433,2023-10,25.0,17793.0,362.0,74186.0,0.334803381047693,student,17.0,4.0,0.0
APP000434,2023-09,37.0,24171.0,621.0,,0.5182502567236235,self_employed,3.0,4.0,0.0
APP000435,2024-02,24.0,29512.0,811.0,7533.0,0.5106245031126526,employed,11.0,4.0,0.0
APP000436,2024-09,42.0,33050.0,660.0,164493.0,0.745863785274341,self_employed,2.0,0.0,0.0
APP000437,2023-01,57.0,34802.0,,59714.0,0.21266109136526906,employed,8.0,3.0,0.0
APP000438,2024-12,23.0,42681.0,489.0,19620.0,0.2667487399137111,unemployed,15.0,3.0,
APP000439,2024-04,35.0,6105.0,473.0,69467.0,0.27160689037105035,self_employed,16.0,0.0,0.0
APP000440,2024-02,58.0,20029.0,479.0,167974.0,0.0367829907945069,employed,18.0,0.0,
APP000441,2023-02,32.0,3050.0,495.0,58477.0,0.283219076960273,student,6.0,4.0,0.0
APP000442,2024-06,25.0,3443.0,675.0,110142.0,0.7901223989292063,unemployed,18.0,4.0,0.0
APP000443,2024-06,39.0,12977.0,548.0,163314.0,0.8207888828143329,unemployed,15.0,1.0,0.0
APP000444,2024-02,40.0,31112.0,705.0,11573.0,0.09867181119169535,employed,6.0,0.0,0.0
APP000445,2024-08,46.0,,528.0,153185.0,0.4122526874565883,employed,6.0,1.0,0.0
APP000446,2024-09,32.0,39356.0,469.0,61295.0,0.3432140114288752,self_employed,2.0,0.0,0.0
APP000447,2024-09,58.0,33375.0,404.0,140632.0,0.4404232769610491,employed,18.0,3.0,0.0
APP000448,2023-08,40.0,,603.0,41677.0,0.4992475716528095,self_employed,4.0,1.0,0.0
APP000449,2024-05,31.0,11082.0,794.0,32105.0,0.01823288401597146,unemployed,5.0,0.0,0.0
APP000450,2023-02,58.0,42472.0,772.0,158718.0,0.7580180231290446,employed,8.0,4.0,0.0
APP000451,2024-02,56.0,44842.0,439.0,162527.0,0.8762976658560047,employed,2.0,4.0,0.0
APP000452,2023-04,39.0,7467.0,562.0,196358.0,0.5880643308032781,employed,16.0,4.0,
APP000453,2023-08,20.0,25087.0,687.0,137049.0,0.5944070146440323,employed,13.0,4.0,0.0
APP000454,2024-05,43.0,42011.0,636.0,95846.0,0.4751818720476376,self_employed,3.0,0.0,0.0
APP000455,2023-11,42.0,25376.0,336.0,42993.0,0.3008460705429436,self_employed,3.0,3.0,0.0
APP000456,2024-09,25.0,42502.0,625.0,62567.0,0.13408004176156899,employed,0.0,3.0,
APP000457,2023-03,45.0,46970.0,321.0,131378.0,0.5256570084264456,self_employed,18.0,3.0,0.0
APP000458,2024-12,53.0,25309.0,364.0,72490.0,0.04044726315828635,self_employed,8.0,1.0,
APP000459,2024-05,24.0,5795.0,659.0,99284.0,0.7420523109226865,self_employed,13.0,1.0,0.0
APP000460,2023-11,48.0,18982.0,356.0,37772.0,0.37882052952355394,employed,2.0,4.0,0.0
APP000461,2023-01,25.0,13113.0,486.0,90673.0,0.3732788017457774,self_employed,4.0,0.0,0.0
APP000462,2023-02,49.0,,623.0,51404.0,0.2944537726283152,self_employed,10.0,3.0,0.0
APP000463,2023-10,36.0,30531.0,660.0,26864.0,0.8724184998287278,employed,4.0,3.0,0.0
APP000464,2024-02,20.0,24803.0,545.0,30729.0,0.15742525749364697,self_employed,12.0,3.0,0.0
APP000465,2024-01,58.0,12187.0,351.0,106069.0,0.13617703932769004,unemployed,18.0,2.0,0.0
APP000466,2023-08,26.0,17154.0,739.0,76452.0,0.14897835139052715,employed,6.0,3.0,0.0
APP000467,2024-04,43.0,34937.0,822.0,24486.0,0.5926747345656876,self_employed,12.0,4.0,
APP000468,2024-03,27.0,4268.0,788.0,105288.0,0.8927057868566385,student,18.0,3.0,0.0
APP000469,2023-09,57.0,13062.0,711.0,37029.0,0.21192765336157923,unemployed,17.0,0.0,0.0
APP000470,2023-08,49.0,44940.0,521.0,8011.0,0.815055657360739,employed,0.0,1.0,
APP000471,2023-11,52.0,7660.0,781.0,,0.25075490328735517,self_employed,2.0,1.0,0.0
APP000472,2024-06,37.0,22493.0,568.0,92462.0,0.5831099281127702,student,19.0,1.0,0.0
APP000473,2024-03,38.0,12728.0,,,0.036449056740030954,self_employed,18.0,1.0,0.0
APP000474,2023-04,45.0,7918.0,767.0,52126.0,0.4460885771185701,employed,6.0,1.0,0.0
APP000475,2024-11,51.0,22868.0,476.0,60548.0,0.5891129696510836,employed,10.0,3.0,0.0
APP000476,2023-05,53.0,27507.0,816.0,52317.0,0.4826877995003657,unemployed,11.0,0.0,0.0
APP000477,2024-05,20.0,11278.0,502.0,74264.0,0.21405184639361202,employed,13.0,3.0,0.0
APP000478,2023-01,46.0,6656.0,778.0,,0.745647253441124,employed,15.0,3.0,0.0
APP000479,2023-07,24.0,9330.0,595.0,67805.0,0.8731228601144163,employed,7.0,4.0,0.0
APP000480,2024-02,31.0,33622.0,557.0,133225.0,0.4132764861228588,unemployed,17.0,0.0,0.0
APP000481,2024-09,53.0,43433.0,463.0,180158.0,0.5723273386703284,employed,1.0,1.0,0.0
APP000482,2024-02,30.0,11473.0,759.0,189505.0,0.7113719415110153,unemployed,0.0,4.0,0.0
APP000483,2023-02,51.0,18058.0,333.0,114778.0,0.21734015455961458,self_employed,19.0,2.0,0.0
APP000484,2024-11,38.0,19159.0,557.0,144081.0,0.7780053437359069,student,3.0,2.0,0.0
APP000485,2023-07,29.0,19955.0,502.0,184236.0,0.2521808147789978,unemployed,19.0,0.0,0.0
APP000486,2023-09,33.0,14482.0,598.0,158404.0,0.698247723163715,employed,5.0,3.0,0.0
APP000487,2023-03,41.0,5597.0,440.0,63485.0,0.10088930918377985,self_employed,7.0,1.0,0.0
APP000488,2024-05,50.0,27682.0,665.0,30745.0,0.25954803307275276,employed,0.0,4.0,0.0
APP000489,2023-11,44.0,19796.0,512.0,27392.0,0.48025794054588095,student,18.0,1.0,0.0
APP000490,2023-06,57.0,19086.0,,177000.0,0.47242988613388365,employed,7.0,0.0,1.0
APP000491,2024-04,54.0,15445.0,408.0,113462.0,,self_employed,3.0,2.0,
APP000492,2023-05,50.0,46678.0,683.0,62787.0,0.8965145318747465,unemployed,,2.0,0.0
APP000493,2024-01,44.0,31692.0,444.0,72379.0,0.09648976127412656,employed,3.0,2.0,0.0
APP000494,2024-04,31.0,22678.0,468.0,59927.0,0.24424931954253334,unemployed,15.0,4.0,0.0
APP000495,2024-08,36.0,12653.0,644.0,161371.0,0.32183838920076824,employed,1.0,1.0,0.0
APP000496,2024-05,24.0,40652.0,481.0,124419.0,0.43102656702900455,employed,9.0,1.0,0.0
APP000497,2024-02,34.0,44753.0,513.0,176487.0,0.4445187688389592,employed,7.0,3.0,0.0
APP000498,2023-01,57.0,4518.0,434.0,63845.0,0.770575556833575,employed,0.0,0.0,0.0
APP000499,2023-06,37.0,46694.0,489.0,97151.0,0.6935033725065898,self_employed,1.0,4.0,0.0
APP000500,2024-02,24.0,35872.0,681.0,28738.0,0.016966421134157982,student,10.0,1.0,0.0
APP000501,2024-01,46.0,7692.0,593.0,194415.0,0.4095195845248691,employed,7.0,1.0,0.0
APP000502,2024-01,58.0,38398.0,848.0,104813.0,0.5562664544196799,self_employed,2.0,0.0,
APP000503,2024-06,54.0,8047.0,724.0,112837.0,0.4143560283837211,unemployed,2.0,1.0,0.0
APP000504,2024-10,30.0,5390.0,309.0,85665.0,0.1175807304231321,unemployed,16.0,2.0,0.0
APP000505,2024-01,38.0,8420.0,,57829.0,0.35772667532158337,employed,14.0,3.0,0.0
APP000506,2023-04,41.0,24612.0,459.0,189939.0,0.3704901256167625,student,12.0,4.0,0.0
APP000507,2023-11,29.0,32119.0,623.0,100350.0,0.1689443302047829,employed,16.0,3.0,0.0
APP000508,2023-07,30.0,,446.0,136580.0,0.6806764030238581,self_employed,1.0,1.0,0.0
APP000509,2024-01,29.0,8732.0,831.0,12275.0,0.2892606121282291,self_employed,13.0,4.0,0.0
APP000510,2024-03,59.0,12360.0,,58806.0,0.5300885615117547,unemployed,15.0,0.0,1.0
APP000511,2024-02,49.0,43061.0,587.0,161780.0,0.4641571628628908,employed,4.0,1.0,1.0
APP000512,2024-02,53.0,48243.0,367.0,22127.0,0.7896843712947499,employed,10.0,1.0,0.0
APP000513,2023-08,52.0,38450.0,800.0,24779.0,0.10981343867655437,unemployed,15.0,2.0,0.0
APP000514,2023-05,58.0,7860.0,801.0,162918.0,0.10283670742811413,employed,12.0,1.0,0.0
APP000515,2024-09,24.0,41531.0,736.0,65205.0,0.2702877022107142,employed,4.0,4.0,0.0
APP000516,2023-10,55.0,35523.0,493.0,58406.0,0.38809347131325156,self_employed,13.0,1.0,0.0
APP000517,2023-05,22.0,27724.0,332.0,,0.2686880238769256,self_employed,15.0,1.0,0.0
APP000518,2024-12,39.0,9732.0,691.0,43009.0,0.6868683741557194,employed,0.0,3.0,0.0
APP000519,2023-01,43.0,49843.0,536.0,13380.0,0.2207392587983697,employed,11.0,2.0,0.0
APP000520,2023-09,34.0,23802.0,844.0,5867.0,0.07629726849502026,student,10.0,2.0,0.0
APP000521,2024-06,25.0,5076.0,684.0,20466.0,0.37241982889573283,employed,7.0,4.0,0.0
APP000522,2023-10,27.0,,596.0,35913.0,0.6960413593246356,employed,0.0,2.0,0.0
APP000523,2024-09,52.0,21859.0,842.0,140742.0,0.7655057492280672,employed,1.0,0.0,0.0
APP000524,2023-09,32.0,5929.0,740.0,63100.0,0.6600103635270157,employed,15.0,3.0,0.0
APP000525,2024-04,32.0,18225.0,552.0,18996.0,0.5020980106497697,student,16.0,3.0,0.0
APP000526,2023-11,56.0,25014.0,310.0,7812.0,0.6517725315742591,employed,8.0,1.0,0.0
APP000527,2023-12,25.0,47586.0,,98031.0,0.6132505817734752,employed,18.0,4.0,1.0
APP000528,2023-12,56.0,7059.0,544.0,168824.0,0.21092996924555477,self_employed,18.0,1.0,
APP000529,2024-12,56.0,30112.0,609.0,71045.0,,employed,,0.0,0.0
APP000530,2024-07,43.0,46040.0,316.0,17450.0,0.6935483993745888,employed,11.0,0.0,0.0
APP000531,2023-09,26.0,40890.0,369.0,49475.0,0.2854085956876244,student,19.0,3.0,0.0
APP000532,2023-10,26.0,46472.0,687.0,102376.0,0.5885758320452383,self_employed,12.0,1.0,0.0
APP000533,2023-10,31.0,11006.0,713.0,41811.0,0.43333238476691865,employed,18.0,2.0,
APP000534,2024-06,43.0,40663.0,316.0,195803.0,0.45284296585051803,employed,19.0,3.0,0.0
APP000535,2024-03,26.0,48995.0,579.0,153865.0,0.08104953400394375,employed,3.0,4.0,0.0
APP000536,2024-01,38.0,18323.0,344.0,72192.0,0.5995954487748418,employed,13.0,2.0,0.0
APP000537,2023-11,24.0,26436.0,697.0,190550.0,0.7791183318190681,self_employed,14.0,4.0,0.0
APP000538,2023-10,41.0,27949.0,758.0,68379.0,0.12728815922327652,self_employed,16.0,1.0,0.0
APP000539,2024-02,20.0,26202.0,778.0,32335.0,0.3294950959948044,self_employed,6.0,4.0,0.0
APP000540,2024-08,48.0,16619.0,628.0,187965.0,0.04380070935675151,unemployed,17.0,1.0,0.0
APP000541,2024-12,22.0,48631.0,645.0,192137.0,0.026668697378751993,employed,9.0,0.0,0.0
